"","rule","n","N","runtime"
"1554","rule_run_fitree_masked_normal",10,500,15138
"1555","rule_run_fitree_masked_normal",10,200,9603
"1556","rule_run_fitree_masked_normal",10,200,12839
"1557","rule_run_fitree_masked_normal",15,500,116569
"1558","rule_run_fitree_masked_normal",5,500,1609
"1559","rule_run_fitree_masked_normal",15,500,148099
"1560","rule_run_fitree_masked_normal",10,200,2268
"1561","rule_run_fitree_masked_normal",10,500,21985
"1562","rule_run_fitree_masked_normal",10,200,4021
"1563","rule_run_fitree_masked_normal",15,500,89045
"1564","rule_run_fitree_masked_normal",15,200,31632
"1565","rule_run_fitree_masked_normal",15,200,24403
"1566","rule_run_fitree_masked_normal",5,200,649
"1567","rule_run_fitree_masked_normal",15,200,26922
"1568","rule_run_fitree_masked_normal",5,200,536
"1569","rule_run_fitree_masked_normal",5,200,727
"1570","rule_run_fitree_masked_normal",15,200,26924
"1571","rule_run_fitree_masked_normal",10,500,18749
"1572","rule_run_fitree_masked_normal",15,500,122780
"1573","rule_run_fitree_masked_normal",5,200,3170
"1574","rule_run_fitree_masked_normal",5,200,402
"1575","rule_run_fitree_masked_normal",10,500,31347
"1576","rule_run_fitree_masked_normal",15,200,24519
"1577","rule_run_fitree_masked_normal",15,200,44084
"1578","rule_run_fitree_masked_normal",15,500,139480
"1579","rule_run_fitree_masked_normal",10,500,23983
"1580","rule_run_fitree_masked_normal",15,200,23342
"1581","rule_run_fitree_masked_normal",5,500,1680
"1582","rule_run_fitree_masked_normal",10,200,6807
"1583","rule_run_fitree_masked_normal",5,200,377
"1584","rule_run_fitree_masked_normal",15,500,157477
"1585","rule_run_fitree_masked_normal",15,500,159818
"1586","rule_run_fitree_masked_normal",15,500,169467
"1587","rule_run_fitree_masked_normal",15,500,111370
"1588","rule_run_fitree_masked_normal",10,200,3404
"1589","rule_run_fitree_masked_normal",5,500,1356
"1590","rule_run_fitree_masked_normal",10,200,7280
"1591","rule_run_fitree_masked_normal",5,500,1078
"1592","rule_run_fitree_masked_normal",10,200,4440
"1593","rule_run_fitree_masked_normal",15,500,108766
"1594","rule_run_fitree_masked_normal",15,500,145581
"1595","rule_run_fitree_masked_normal",10,500,18791
"1596","rule_run_fitree_masked_normal",10,200,4876
"1597","rule_run_fitree_masked_normal",5,200,731
"1598","rule_run_fitree_masked_normal",5,500,1292
"1599","rule_run_fitree_masked_normal",15,200,16545
"1600","rule_run_fitree_masked_normal",15,200,24686
"1601","rule_run_fitree_masked_normal",5,200,1052
"1602","rule_run_fitree_masked_normal",15,500,142876
"1603","rule_run_fitree_masked_normal",10,200,6561
"1604","rule_run_fitree_masked_normal",5,500,1650
"1605","rule_run_fitree_masked_normal",5,500,1143
"1606","rule_run_fitree_masked_normal",15,500,124697
"1607","rule_run_fitree_masked_normal",10,500,31484
"1608","rule_run_fitree_masked_normal",10,500,13953
"1609","rule_run_fitree_masked_normal",10,500,11551
"1610","rule_run_fitree_masked_normal",15,200,24878
"1611","rule_run_fitree_masked_normal",15,500,116756
"1612","rule_run_fitree_masked_normal",10,200,4394
"1613","rule_run_fitree_masked_normal",5,200,574
"1614","rule_run_fitree_masked_normal",10,200,6305
"1615","rule_run_fitree_masked_normal",10,200,12198
"1616","rule_run_fitree_masked_normal",10,200,7322
"1617","rule_run_fitree_masked_normal",10,500,36865
"1618","rule_run_fitree_masked_normal",15,200,39547
"1619","rule_run_fitree_masked_normal",5,500,1664
"1620","rule_run_fitree_masked_normal",15,200,39235
"1621","rule_run_fitree_masked_normal",10,200,3849
"1622","rule_run_fitree_masked_normal",5,200,704
"1623","rule_run_fitree_masked_normal",15,200,42284
"1624","rule_run_fitree_masked_normal",15,500,147812
"1625","rule_run_fitree_masked_normal",15,200,43234
"1626","rule_run_fitree_masked_normal",10,200,2607
"1627","rule_run_fitree_masked_normal",10,500,20886
"1628","rule_run_fitree_masked_normal",5,200,566
"1629","rule_run_fitree_masked_normal",5,500,2348
"1630","rule_run_fitree_masked_normal",15,500,91787
"1631","rule_run_fitree_masked_normal",5,500,1762
"1632","rule_run_fitree_masked_normal",15,500,146325
"1633","rule_run_fitree_masked_normal",10,200,1837
"1634","rule_run_fitree_masked_normal",5,200,547
"1635","rule_run_fitree_masked_normal",15,500,135533
"1636","rule_run_fitree_masked_normal",5,200,202
"1637","rule_run_fitree_masked_normal",5,200,394
"1638","rule_run_fitree_masked_normal",10,200,9883
"1639","rule_run_fitree_masked_normal",15,500,113299
"1640","rule_run_fitree_masked_normal",5,500,2548
"1641","rule_run_fitree_masked_normal",10,500,25021
"1642","rule_run_fitree_masked_normal",10,500,16663
"1643","rule_run_fitree_masked_normal",5,500,3338
"1644","rule_run_fitree_masked_normal",10,500,28659
"1645","rule_run_fitree_masked_normal",5,200,783
"1646","rule_run_fitree_masked_normal",15,500,133925
"1647","rule_run_fitree_masked_normal",10,500,27284
"1648","rule_run_fitree_masked_normal",5,200,821
"1649","rule_run_fitree_masked_normal",5,200,1393
"1650","rule_run_fitree_masked_normal",5,200,480
"1651","rule_run_fitree_masked_normal",5,200,588
"1652","rule_run_fitree_masked_normal",5,500,2341
"1653","rule_run_fitree_masked_normal",15,200,34684
"1654","rule_run_fitree_masked_normal",15,200,35743
"1655","rule_run_fitree_masked_normal",10,500,19966
"1656","rule_run_fitree_masked_normal",15,500,82348
"1657","rule_run_fitree_masked_normal",5,200,567
"1658","rule_run_fitree_masked_normal",5,200,313
"1659","rule_run_fitree_masked_normal",5,200,572
"1660","rule_run_fitree_masked_normal",15,500,166334
"1661","rule_run_fitree_masked_normal",5,500,1251
"1662","rule_run_fitree_masked_normal",15,500,134388
"1663","rule_run_fitree_masked_normal",10,200,2801
"1664","rule_run_fitree_masked_normal",5,500,1413
"1665","rule_run_fitree_masked_normal",10,500,31369
"1666","rule_run_fitree_masked_normal",10,500,55771
"1667","rule_run_fitree_masked_normal",10,500,34436
"1668","rule_run_fitree_masked_normal",10,200,6438
"1669","rule_run_fitree_masked_normal",15,500,96342
"1670","rule_run_fitree_masked_normal",5,200,395
"1671","rule_run_fitree_masked_normal",15,500,104010
"1672","rule_run_fitree_masked_normal",5,200,549
"1673","rule_run_fitree_masked_normal",15,500,133672
"1674","rule_run_fitree_masked_normal",15,200,50091
"1675","rule_run_fitree_masked_normal",10,200,7509
"1676","rule_run_fitree_masked_normal",15,200,16513
"1677","rule_run_fitree_masked_normal",5,500,2251
"1678","rule_run_fitree_masked_normal",10,200,6200
"1679","rule_run_fitree_masked_normal",15,200,24365
"1680","rule_run_fitree_masked_normal",10,500,28182
"1681","rule_run_fitree_masked_normal",10,200,8411
"1682","rule_run_fitree_masked_normal",5,500,1774
"1683","rule_run_fitree_masked_normal",15,500,137341
"1684","rule_run_fitree_masked_normal",15,500,127960
"1685","rule_run_fitree_masked_normal",5,500,1326
"1686","rule_run_fitree_masked_normal",10,500,34623
"1687","rule_run_fitree_masked_normal",5,500,9083
"1688","rule_run_fitree_masked_normal",15,200,45479
"1689","rule_run_fitree_masked_normal",5,200,618
"1690","rule_run_fitree_masked_normal",5,200,1069
"1691","rule_run_fitree_masked_normal",15,500,114650
"1692","rule_run_fitree_masked_normal",10,500,31520
"1693","rule_run_fitree_masked_normal",10,500,28540
"1694","rule_run_fitree_masked_normal",15,200,85551
"1695","rule_run_fitree_masked_normal",15,200,44791
"1696","rule_run_fitree_masked_normal",15,200,53855
"1697","rule_run_fitree_masked_normal",5,500,1967
"1698","rule_run_fitree_masked_normal",10,500,22577
"1699","rule_run_fitree_masked_normal",15,200,15365
"1700","rule_run_fitree_masked_normal",5,500,1870
"1701","rule_run_fitree_masked_normal",5,500,2013
"1702","rule_run_fitree_masked_normal",15,200,18098
"1703","rule_run_fitree_masked_normal",5,200,568
"1704","rule_run_fitree_masked_normal",10,200,8846
"1705","rule_run_fitree_masked_normal",5,500,1737
"1706","rule_run_fitree_masked_normal",15,500,114710
"1707","rule_run_fitree_masked_normal",5,200,393
"1708","rule_run_fitree_masked_normal",5,200,838
"1709","rule_run_fitree_masked_normal",5,500,2759
"1710","rule_run_fitree_masked_normal",15,500,96159
"1711","rule_run_fitree_masked_normal",5,500,1277
"1712","rule_run_fitree_masked_normal",10,500,8890
"1713","rule_run_fitree_masked_normal",15,500,164664
"1714","rule_run_fitree_masked_normal",10,500,29840
"1715","rule_run_fitree_masked_normal",10,500,19729
"1716","rule_run_fitree_masked_normal",10,200,7094
"1717","rule_run_fitree_masked_normal",15,500,65496
"1718","rule_run_fitree_masked_normal",10,200,9775
"1719","rule_run_fitree_masked_normal",10,200,5011
"1720","rule_run_fitree_masked_normal",10,500,25627
"1721","rule_run_fitree_masked_normal",15,200,32094
"1722","rule_run_fitree_masked_normal",15,500,78364
"1723","rule_run_fitree_masked_normal",5,500,1926
"1724","rule_run_fitree_masked_normal",15,200,55140
"1725","rule_run_fitree_masked_normal",5,500,1778
"1726","rule_run_fitree_masked_normal",5,500,1933
"1727","rule_run_fitree_masked_normal",5,500,1400
"1728","rule_run_fitree_masked_normal",10,200,8245
"1729","rule_run_fitree_masked_normal",15,500,114880
"1730","rule_run_fitree_masked_normal",15,500,140108
"1731","rule_run_fitree_masked_normal",5,500,1300
"1732","rule_run_fitree_masked_normal",5,200,910
"1733","rule_run_fitree_masked_normal",15,200,29227
"1734","rule_run_fitree_masked_normal",10,200,7117
"1735","rule_run_fitree_masked_normal",10,500,47479
"1736","rule_run_fitree_masked_normal",5,500,1445
"1737","rule_run_fitree_masked_normal",5,200,311
"1738","rule_run_fitree_masked_normal",5,200,563
"1739","rule_run_fitree_masked_normal",15,500,159359
"1740","rule_run_fitree_masked_normal",15,500,148353
"1741","rule_run_fitree_masked_normal",10,500,27030
"1742","rule_run_fitree_masked_normal",5,500,1156
"1743","rule_run_fitree_masked_normal",10,200,8265
"1744","rule_run_fitree_masked_normal",5,200,558
"1745","rule_run_fitree_masked_normal",5,200,461
"1746","rule_run_fitree_masked_normal",10,500,41627
"1747","rule_run_fitree_masked_normal",15,500,138618
"1748","rule_run_fitree_masked_normal",15,500,131736
"1749","rule_run_fitree_masked_normal",10,500,32857
"1750","rule_run_fitree_masked_normal",5,500,1746
"1751","rule_run_fitree_masked_normal",5,500,3971
"1752","rule_run_fitree_masked_normal",5,500,1315
"1753","rule_run_fitree_masked_normal",5,200,371
"1754","rule_run_fitree_masked_normal",5,500,1665
"1755","rule_run_fitree_masked_normal",5,200,547
"1756","rule_run_fitree_masked_normal",15,500,137371
"1757","rule_run_fitree_masked_normal",15,200,17911
"1758","rule_run_fitree_masked_normal",15,500,117003
"1759","rule_run_fitree_masked_normal",15,200,23398
"1760","rule_run_fitree_masked_normal",10,200,12279
"1761","rule_run_fitree_masked_normal",10,200,8748
"1762","rule_run_fitree_masked_normal",10,500,26491
"1763","rule_run_fitree_masked_normal",15,500,122766
"1764","rule_run_fitree_masked_normal",5,500,1558
"1765","rule_run_fitree_masked_normal",15,200,12861
"1766","rule_run_fitree_masked_normal",5,200,952
"1767","rule_run_fitree_masked_normal",10,200,6101
"1768","rule_run_fitree_masked_normal",10,200,5674
"1769","rule_run_fitree_masked_normal",10,500,26148
"1770","rule_run_fitree_masked_normal",10,200,13945
"1771","rule_run_fitree_masked_normal",15,500,147675
"1772","rule_run_fitree_masked_normal",10,500,33629
"1773","rule_run_fitree_masked_normal",10,500,17625
"1774","rule_run_fitree_masked_normal",10,500,15005
"1775","rule_run_fitree_masked_normal",5,200,527
"1776","rule_run_fitree_masked_normal",5,200,399
"1777","rule_run_fitree_masked_normal",15,200,26055
"1778","rule_run_fitree_masked_normal",5,500,3038
"1779","rule_run_fitree_masked_normal",15,200,7607
"1780","rule_run_fitree_masked_normal",15,200,32972
"1781","rule_run_fitree_masked_normal",10,500,17496
"1782","rule_run_fitree_masked_normal",10,500,40553
"1783","rule_run_fitree_masked_normal",5,500,1290
"1784","rule_run_fitree_masked_normal",10,500,24607
"1785","rule_run_fitree_masked_normal",10,200,4845
"1786","rule_run_fitree_masked_normal",5,500,1384
"1787","rule_run_fitree_masked_normal",15,200,35011
"1788","rule_run_fitree_masked_normal",5,500,2269
"1789","rule_run_fitree_masked_normal",10,500,32940
"1790","rule_run_fitree_masked_normal",15,500,99488
"1791","rule_run_fitree_masked_normal",5,500,2531
"1792","rule_run_fitree_masked_normal",10,200,8355
"1793","rule_run_fitree_masked_normal",5,200,530
"1794","rule_run_fitree_masked_normal",5,200,598
"1795","rule_run_fitree_masked_normal",15,200,29731
"1796","rule_run_fitree_masked_normal",5,500,1087
"1797","rule_run_fitree_masked_normal",10,200,13474
"1798","rule_run_fitree_masked_normal",5,500,1674
"1799","rule_run_fitree_masked_normal",10,500,24674
"1800","rule_run_fitree_masked_normal",5,500,4073
"1801","rule_run_fitree_masked_normal",15,200,11083
"1802","rule_run_fitree_masked_normal",10,200,1231
"1803","rule_run_fitree_masked_normal",5,200,379
"1804","rule_run_fitree_masked_normal",10,200,7832
"1805","rule_run_fitree_masked_normal",10,200,5600
"1806","rule_run_fitree_masked_normal",5,500,1879
"1807","rule_run_fitree_masked_normal",15,200,13944
"1808","rule_run_fitree_masked_normal",10,200,4932
"1809","rule_run_fitree_masked_normal",15,200,22753
"1810","rule_run_fitree_masked_normal",5,200,1072
"1811","rule_run_fitree_masked_normal",5,500,3849
"1812","rule_run_fitree_masked_normal",5,200,827
"1813","rule_run_fitree_masked_normal",5,200,780
"1814","rule_run_fitree_masked_normal",5,500,3627
"1815","rule_run_fitree_masked_normal",15,500,104474
"1816","rule_run_fitree_masked_normal",5,500,2623
"1817","rule_run_fitree_masked_normal",10,200,2732
"1818","rule_run_fitree_masked_normal",15,200,13667
"1819","rule_run_fitree_masked_normal",10,200,9750
"1820","rule_run_fitree_masked_normal",10,200,6376
"1821","rule_run_fitree_masked_normal",10,200,4906
"1822","rule_run_fitree_masked_normal",10,200,3747
"1823","rule_run_fitree_masked_normal",15,500,112528
"1824","rule_run_fitree_masked_normal",15,500,111798
"1825","rule_run_fitree_masked_normal",15,500,171517
"1826","rule_run_fitree_masked_normal",5,500,1723
"1827","rule_run_fitree_masked_normal",5,200,595
"1828","rule_run_fitree_masked_normal",10,500,28764
"1829","rule_run_fitree_masked_normal",15,200,22896
"1830","rule_run_fitree_masked_normal",10,500,13598
"1831","rule_run_fitree_masked_normal",5,500,1944
"1832","rule_run_fitree_masked_normal",10,200,8459
"1833","rule_run_fitree_masked_normal",15,200,8703
"1834","rule_run_fitree_masked_normal",10,200,3476
"1835","rule_run_fitree_masked_normal",10,200,4913
"1836","rule_run_fitree_masked_normal",10,200,5652
"1837","rule_run_fitree_masked_normal",15,200,48347
"1838","rule_run_fitree_masked_normal",10,200,11006
"1839","rule_run_fitree_masked_normal",15,200,11202
"1840","rule_run_fitree_masked_normal",10,200,4146
"1841","rule_run_fitree_masked_normal",15,200,32885
"1842","rule_run_fitree_masked_normal",5,200,524
"1843","rule_run_fitree_masked_normal",15,200,25921
"1844","rule_run_fitree_masked_normal",15,200,22189
"1845","rule_run_fitree_masked_normal",10,200,7582
"1846","rule_run_fitree_masked_normal",10,500,31667
"1847","rule_run_fitree_masked_normal",15,200,41878
"1848","rule_run_fitree_masked_normal",10,500,17511
"1849","rule_run_fitree_masked_normal",5,500,1680
"1850","rule_run_fitree_masked_normal",15,500,134425
"1851","rule_run_fitree_masked_normal",5,200,797
"1852","rule_run_fitree_masked_normal",10,500,32535
"1853","rule_run_fitree_masked_normal",10,200,4399
"1854","rule_run_fitree_masked_normal",15,200,27524
"1855","rule_run_fitree_masked_normal",10,200,10912
"1856","rule_run_fitree_masked_normal",10,200,4987
"1857","rule_run_fitree_masked_normal",5,200,588
"1858","rule_run_fitree_masked_normal",10,200,10561
"1859","rule_run_fitree_masked_normal",15,200,25154
"1860","rule_run_fitree_masked_normal",10,500,33829
"1861","rule_run_fitree_masked_normal",10,500,16251
"1862","rule_run_fitree_masked_normal",5,500,2634
"1863","rule_run_fitree_masked_normal",5,500,1547
"1864","rule_run_fitree_masked_normal",5,500,1747
"1865","rule_run_fitree_masked_normal",5,500,1417
"1866","rule_run_fitree_masked_normal",15,200,27731
"1867","rule_run_fitree_masked_normal",5,500,1538
"1868","rule_run_fitree_masked_normal",5,200,512
"1869","rule_run_fitree_masked_normal",10,200,5986
"1870","rule_run_fitree_masked_normal",10,200,7019
"1871","rule_run_fitree_masked_normal",15,200,32585
"1872","rule_run_fitree_masked_normal",15,500,130666
"1873","rule_run_fitree_masked_normal",5,200,698
"1874","rule_run_fitree_masked_normal",5,500,1469
"1875","rule_run_fitree_masked_normal",5,500,1352
"1876","rule_run_fitree_masked_normal",5,200,384
"1877","rule_run_fitree_masked_normal",10,200,9884
"1878","rule_run_fitree_masked_normal",5,200,473
"1879","rule_run_fitree_masked_normal",5,200,574
"1880","rule_run_fitree_masked_normal",5,200,403
"1881","rule_run_fitree_masked_normal",10,200,3347
"1882","rule_run_fitree_masked_normal",10,500,32768
"1883","rule_run_fitree_masked_normal",10,200,4745
"1884","rule_run_fitree_masked_normal",15,200,30320
"1885","rule_run_fitree_masked_normal",10,500,17665
"1886","rule_run_fitree_masked_normal",5,200,1013
"1887","rule_run_fitree_masked_normal",10,500,48437
"1888","rule_run_fitree_masked_normal",5,500,2429
"1889","rule_run_fitree_masked_normal",10,200,3832
"1890","rule_run_fitree_masked_normal",15,200,18716
"1891","rule_run_fitree_masked_normal",5,200,304
"1892","rule_run_fitree_masked_normal",10,200,5536
"1893","rule_run_fitree_masked_normal",5,200,373
"1894","rule_run_fitree_masked_normal",5,500,1566
"1895","rule_run_fitree_masked_normal",10,500,30007
"1896","rule_run_fitree_masked_normal",10,200,2170
"1897","rule_run_fitree_masked_normal",10,200,2310
"1898","rule_run_fitree_masked_normal",15,500,140891
"1899","rule_run_fitree_masked_normal",5,500,1336
"1900","rule_run_fitree_masked_normal",10,500,23302
"1901","rule_run_fitree_masked_normal",10,500,21958
"1902","rule_run_fitree_masked_normal",5,200,684
"1903","rule_run_fitree_masked_normal",10,500,29321
"1904","rule_run_fitree_masked_normal",10,500,24657
"1905","rule_run_fitree_masked_normal",5,500,2530
"1906","rule_run_fitree_masked_normal",15,500,96412
"1907","rule_run_fitree_masked_normal",15,500,167200
"1908","rule_run_fitree_masked_normal",5,500,3196
"1909","rule_run_fitree_masked_normal",5,200,527
"1910","rule_run_fitree_masked_normal",5,200,492
"1911","rule_run_fitree_masked_normal",15,200,12016
"1912","rule_run_fitree_masked_normal",15,500,172573
"1913","rule_run_fitree_masked_normal",15,500,104069
"1914","rule_run_fitree_masked_normal",10,200,4219
"1915","rule_run_fitree_masked_normal",5,500,3659
"1916","rule_run_fitree_masked_normal",15,500,24781
"1917","rule_run_fitree_masked_normal",10,500,39183
"1918","rule_run_fitree_masked_normal",15,200,29477
"1919","rule_run_fitree_masked_normal",10,200,6235
"1920","rule_run_fitree_masked_normal",5,200,361
"1921","rule_run_fitree_masked_normal",5,200,912
"1922","rule_run_fitree_masked_normal",10,500,32399
"1923","rule_run_fitree_masked_normal",10,500,20945
"1924","rule_run_fitree_masked_normal",15,500,111089
"1925","rule_run_fitree_masked_normal",10,500,47250
"1926","rule_run_fitree_masked_normal",5,200,306
"1927","rule_run_fitree_masked_normal",5,200,340
"1928","rule_run_fitree_masked_normal",10,500,37142
"1929","rule_run_fitree_masked_normal",10,500,31819
"1930","rule_run_fitree_masked_normal",10,200,13415
"1931","rule_run_fitree_masked_normal",15,500,141770
"1932","rule_run_fitree_masked_normal",5,500,1433
"1933","rule_run_fitree_masked_normal",15,200,27489
"1934","rule_run_fitree_masked_normal",10,500,17444
"1935","rule_run_fitree_masked_normal",5,200,669
"1936","rule_run_fitree_masked_normal",5,200,596
"1937","rule_run_fitree_masked_normal",5,200,417
"1938","rule_run_fitree_masked_normal",15,200,23420
"1939","rule_run_fitree_masked_normal",5,200,683
"1940","rule_run_fitree_masked_normal",15,500,139084
"1941","rule_run_fitree_masked_normal",10,500,22127
"1942","rule_run_fitree_masked_normal",10,500,33068
"1943","rule_run_fitree_masked_normal",10,200,6047
"1944","rule_run_fitree_masked_normal",10,200,1108
"1945","rule_run_fitree_masked_normal",15,200,10960
"1946","rule_run_fitree_masked_normal",10,500,27672
"1947","rule_run_fitree_masked_normal",15,200,22705
"1948","rule_run_fitree_masked_normal",5,500,2020
"1949","rule_run_fitree_masked_normal",5,500,1647
"1950","rule_run_fitree_masked_normal",10,200,11554
"1951","rule_run_fitree_masked_normal",5,200,313
"1952","rule_run_fitree_masked_normal",15,200,27308
"1953","rule_run_fitree_masked_normal",10,200,5506
"1954","rule_run_fitree_masked_normal",10,500,30738
"1955","rule_run_fitree_masked_normal",5,200,369
"1956","rule_run_fitree_masked_normal",10,500,30087
"1957","rule_run_fitree_masked_normal",10,200,6611
"1958","rule_run_fitree_masked_normal",10,200,7246
"1959","rule_run_fitree_masked_normal",10,500,27394
"1960","rule_run_fitree_masked_normal",15,500,95244
"1961","rule_run_fitree_masked_normal",15,200,29383
"1962","rule_run_fitree_masked_normal",15,200,42243
"1963","rule_run_fitree_masked_normal",10,500,16294
"1964","rule_run_fitree_masked_normal",10,500,30453
"1965","rule_run_fitree_masked_normal",15,200,11181
"1966","rule_run_fitree_masked_normal",5,500,1649
"1967","rule_run_fitree_masked_normal",10,500,16004
"1968","rule_run_fitree_masked_normal",15,200,19343
"1969","rule_run_fitree_masked_normal",5,200,773
"1970","rule_run_fitree_masked_normal",15,500,144691
"1971","rule_run_fitree_masked_normal",10,500,45274
"1972","rule_run_fitree_masked_normal",15,200,8372
"1973","rule_run_fitree_masked_normal",15,200,60688
"1974","rule_run_fitree_masked_normal",15,200,13785
"1975","rule_run_fitree_masked_normal",5,200,367
"1976","rule_run_fitree_masked_normal",5,500,1559
"1977","rule_run_fitree_masked_normal",5,200,197
"1978","rule_run_fitree_masked_normal",5,500,1816
"1979","rule_run_fitree_masked_normal",5,200,558
"1980","rule_run_fitree_masked_normal",10,200,1083
"1981","rule_run_fitree_masked_normal",10,200,5933
"1982","rule_run_fitree_masked_normal",10,500,27121
"1983","rule_run_fitree_masked_normal",15,500,166871
"1984","rule_run_fitree_masked_normal",5,500,1724
"1985","rule_run_fitree_masked_normal",5,500,1366
"1986","rule_run_fitree_masked_normal",10,200,6382
"1987","rule_run_fitree_masked_normal",10,500,31682
"1988","rule_run_fitree_masked_normal",5,500,1638
"1989","rule_run_fitree_masked_normal",5,500,2056
"1990","rule_run_fitree_masked_normal",15,500,166494
"1991","rule_run_fitree_masked_normal",5,200,384
"1992","rule_run_fitree_masked_normal",5,200,375
"1993","rule_run_fitree_masked_normal",5,500,1465
"1994","rule_run_fitree_masked_normal",15,500,70632
"1995","rule_run_fitree_masked_normal",5,500,1604
"1996","rule_run_fitree_masked_normal",15,200,29124
"1997","rule_run_fitree_masked_normal",15,200,21894
"1998","rule_run_fitree_masked_normal",5,500,1414
"1999","rule_run_fitree_masked_normal",10,500,33605
"2000","rule_run_fitree_masked_normal",5,500,1493
"2001","rule_run_fitree_masked_normal",10,200,3578
"2002","rule_run_fitree_masked_normal",5,500,1375
"2003","rule_run_fitree_masked_normal",10,500,18109
"2004","rule_run_fitree_masked_normal",5,500,1875
"2005","rule_run_fitree_masked_normal",10,500,29594
"2006","rule_run_fitree_masked_normal",5,200,433
"2007","rule_run_fitree_masked_normal",10,200,2088
"2008","rule_run_fitree_masked_normal",15,200,27906
"2009","rule_run_fitree_masked_normal",10,200,1164
"2010","rule_run_fitree_masked_normal",15,200,3079
"2011","rule_run_fitree_masked_normal",10,500,20916
"2012","rule_run_fitree_masked_normal",5,200,415
"2013","rule_run_fitree_masked_normal",5,200,968
"2014","rule_run_fitree_masked_normal",15,500,168326
"2015","rule_run_fitree_masked_normal",10,500,14916
"2016","rule_run_fitree_masked_normal",5,200,701
"2017","rule_run_fitree_masked_normal",15,200,35934
"2018","rule_run_fitree_masked_normal",10,200,5096
"2019","rule_run_fitree_masked_normal",10,200,7145
"2020","rule_run_fitree_masked_normal",15,200,25050
"2021","rule_run_fitree_masked_normal",15,200,21023
"2022","rule_run_fitree_masked_normal",15,500,172499
"2023","rule_run_fitree_masked_normal",15,500,102563
"2024","rule_run_fitree_masked_normal",15,500,29944
"2025","rule_run_fitree_masked_normal",10,500,18454
"2026","rule_run_fitree_masked_normal",10,500,25734
"2027","rule_run_fitree_masked_normal",15,500,149778
"2028","rule_run_fitree_masked_normal",10,500,36095
"2029","rule_run_fitree_masked_normal",10,200,4486
"2030","rule_run_fitree_masked_normal",15,500,83187
"2031","rule_run_fitree_masked_normal",5,200,411
"2032","rule_run_fitree_masked_normal",15,500,171149
"2033","rule_run_fitree_masked_normal",5,500,1347
"2034","rule_run_fitree_masked_normal",5,500,1754
"2035","rule_run_fitree_masked_normal",10,500,39222
"2036","rule_run_fitree_masked_normal",5,500,1377
"2037","rule_run_fitree_masked_normal",10,500,32664
"2038","rule_run_fitree_masked_normal",10,200,10348
"2039","rule_run_fitree_masked_normal",15,200,33262
"2040","rule_run_fitree_masked_normal",5,200,469
"2041","rule_run_fitree_masked_normal",5,200,204
"2042","rule_run_fitree_masked_normal",5,500,1142
"2043","rule_run_fitree_masked_normal",10,200,4725
"2044","rule_run_fitree_masked_normal",5,200,566
"2045","rule_run_fitree_masked_normal",5,200,386
"2046","rule_run_fitree_masked_normal",5,200,697
"2047","rule_run_fitree_masked_normal",10,500,23686
"2048","rule_run_fitree_masked_normal",15,500,167434
"2049","rule_run_fitree_masked_normal",10,500,29256
"2050","rule_run_fitree_masked_normal",10,200,8664
"2051","rule_run_fitree_masked_normal",5,200,682
"2052","rule_run_fitree_masked_normal",5,500,1345
"2053","rule_run_fitree_masked_normal",15,200,23643
"2054","rule_run_fitree_masked_normal",15,200,21350
"2055","rule_run_fitree_masked_normal",10,500,29575
"2056","rule_run_fitree_masked_normal",10,500,34190
"2057","rule_run_fitree_masked_normal",15,200,34983
"2058","rule_run_fitree_masked_normal",10,500,31100
"2059","rule_run_fitree_masked_normal",10,500,17700
"2060","rule_run_fitree_masked_normal",5,200,1085
"2061","rule_run_fitree_masked_normal",5,500,1196
"2062","rule_run_fitree_masked_normal",5,500,1699
"2063","rule_run_fitree_masked_normal",15,500,110830
"2064","rule_run_fitree_masked_normal",10,200,4745
"2065","rule_run_fitree_masked_normal",5,200,624
"2066","rule_run_fitree_masked_normal",15,500,138581
"2067","rule_run_fitree_masked_normal",15,200,8948
"2068","rule_run_fitree_masked_normal",15,200,4981
"2069","rule_run_fitree_masked_normal",10,200,8266
"2070","rule_run_fitree_masked_normal",5,200,896
"2071","rule_run_fitree_masked_normal",10,200,4912
"2072","rule_run_fitree_masked_normal",5,500,1124
"2073","rule_run_fitree_masked_normal",5,200,384
"2074","rule_run_fitree_masked_normal",15,200,23881
"2075","rule_run_fitree_masked_normal",15,500,72491
"2076","rule_run_fitree_masked_normal",5,200,265
"2077","rule_run_fitree_masked_normal",15,500,135073
"2078","rule_run_fitree_masked_normal",10,200,8054
"2079","rule_run_fitree_masked_normal",10,200,2005
"2080","rule_run_fitree_masked_normal",5,200,1180
"2081","rule_run_fitree_masked_normal",5,200,649
"2082","rule_run_fitree_masked_normal",10,500,26008
"2083","rule_run_fitree_masked_normal",10,200,7135
"2084","rule_run_fitree_masked_normal",5,200,699
"2085","rule_run_fitree_masked_normal",15,500,171827
"2086","rule_run_fitree_masked_normal",10,500,18738
"2087","rule_run_fitree_masked_normal",15,200,17629
"2088","rule_run_fitree_masked_normal",15,500,106002
"2089","rule_run_fitree_masked_normal",5,500,3328
"2090","rule_run_fitree_masked_normal",15,500,156463
"2091","rule_run_fitree_masked_normal",10,500,17142
"2092","rule_run_fitree_masked_normal",5,200,513
"2093","rule_run_fitree_masked_normal",10,200,7510
"2094","rule_run_fitree_masked_normal",10,500,34290
